DATE,ICERATES1100USD2Y
2020-01-03,1.618
2020-01-06,1.609
2020-01-07,1.609
2020-01-08,1.604
2020-01-09,1.662
2020-01-10,1.634
2020-01-13,1.644
2020-01-14,1.63
2020-01-15,1.634
2020-01-16,1.641
2020-01-17,1.651
2020-01-20,.
2020-01-21,1.611
2020-01-22,1.6
2020-01-23,1.566
2020-01-24,1.556
2020-01-27,1.496
2020-01-28,1.518
2020-01-29,.
2020-01-30,1.436
2020-01-31,1.425
